CÔNG TY CỔ PHẦN DILIGO,,,,,,,,,,,,,,,,,,,,,,,
ĐT: (+84) 24 3795 5333 / 336,,,,,,,,,,,,,,,,,,,,,,,
"Đ/c: Tầng 2, Toà nhà N03T5, Khu Đoàn ngoại giao, Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
BÁO CÁO NHẬP XUẤT TỒN,,,,,,,,,,,,,,,,,,,,,,,
Từ ngày : 01/09/2025         đến ngày : 30/09/2025,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
STT,Mã kho,Tên kho,Mã hàng,Tên hàng,ĐVT,Tồn đầu kỳ,,,,Nhập trong kỳ,,,,,Xuất trong kỳ,,,,,Tồn cuối kỳ,,,
,,,,,,Số lượng,SL chẵn,SL lẻ,Giá trị,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị nhập,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị bán,Số lượng,SL chẵn,SL lẻ,Giá trị
92.24,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000015,Bàn chải Lipzo Ruby Charcoal,Cái,112,0,112,"3,115,616",0,0,0,0,0,0,0,0,0,0,112,0,112,"3,115,616"
92.25,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000016,Bàn chải Lipzo Ruby Gold,Cái,88,0,88,"2,447,984",0,0,0,0,0,0,0,0,0,0,88,0,88,"2,447,984"
92.26,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000019,Bàn chải Lipzo Crystal Kids,Cái,697,0,697,"11,745,844",0,0,0,0,0,0,0,0,0,0,697,0,697,"11,745,844"
92.27,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000020,Bàn chải Lipzo Kids S1,Cái,317,0,317,"10,097,084",0,0,0,0,0,0,0,0,0,0,317,0,317,"10,097,084"
92.28,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000021,Bàn chải Lipzo Kids S2,Cái,337,0,337,"4,992,655",0,0,0,0,0,0,0,0,0,0,337,0,337,"4,992,655"
92.29,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000057,Bàn chải Lipzo Hello vỉ thường,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.30,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000065,Bàn chải Maxcare,Cái,46,0,46,"765,256",0,0,0,0,0,0,0,0,0,0,46,0,46,"765,256"
92.31,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000078,Bàn chải Lipzo áo dài,Cái,199,0,199,"5,155,891",0,0,0,0,0,0,0,0,0,0,199,0,199,"5,155,891"
92.32,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000102,Bàn chải Lipzo Kids S3,Cái,504,0,504,"14,326,704",0,0,0,0,0,0,0,0,0,0,504,0,504,"14,326,704"
92.33,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000105,Bàn chải cao cấp Procare,Cái,114,0,114,"4,433,232",0,0,0,0,0,0,0,0,0,0,114,0,114,"4,433,232"
92.34,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000106,Bàn chải cao cấp Sensitive,Cái,6,0,6,"213,888",0,0,0,0,0,0,0,0,0,0,6,0,6,"213,888"
92.35,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000107,Bàn chải cao cấp Teen,Cái,21,0,21,"748,608",0,0,0,0,0,0,0,0,0,0,21,0,21,"748,608"
92.36,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000108,Bàn chải cao cấp Orthor,Cái,21,0,21,"680,547",0,0,0,0,0,0,0,0,0,0,21,0,21,"680,547"
92.37,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000109,Bàn chải cao cấp Adam,Cái,200,0,200,"7,129,600",0,0,0,0,0,0,0,0,0,0,200,0,200,"7,129,600"
92.38,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000110,Bàn chải Kids Step1,Cái,272,0,272,"7,051,600",0,0,0,0,0,0,0,0,0,0,272,0,272,"7,051,600"
92.39,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000153,Bàn chải cao cấp Pro,Cái,729,0,729,"22,274,595",0,0,0,0,0,0,0,0,0,0,729,0,729,"22,274,595"
92.40,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000156,Bàn chải cao cấp Ruby Pro,Cái,432,0,432,"13,199,760",0,0,0,0,0,0,0,0,0,0,432,0,432,"13,199,760"
92.41,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411000157,Bàn chải cao cấp Áo dài Pro,Cái,858,0,858,"28,202,460",0,0,0,0,0,0,0,0,0,0,858,0,858,"28,202,460"
92.42,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411100001,Kem đánh răng Shiny Clean 185g,Typ,976,0,976,"30,744,000",0,0,0,0,0,0,0,0,0,0,976,0,976,"30,744,000"
92.43,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411100004,Kem đánh răng Gum protect 185g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.44,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411100005,Kem đánh răng Gum protect 95g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.45,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411100014,Kem đánh răng trẻ em vị chuối 75g,Typ,36,0,36,"1,178,172",0,0,0,0,0,0,0,0,0,0,36,0,36,"1,178,172"
92.46,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411100016,Kem đánh răng Lipzo Kids Dâu 75g,Hộp,480,0,480,"15,840,000",0,0,0,0,0,0,0,0,0,0,480,0,480,"15,840,000"
92.47,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411100017,Kem đánh răng 12H rạng ngời 185g,Typ,32,0,32,"901,824",0,0,0,0,0,0,0,0,0,0,32,0,32,"901,824"
92.48,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,411100021,Kem đánh răng dược liệu 110g,Typ,134,0,134,"5,360,000",0,0,0,0,0,0,0,0,0,0,134,0,134,"5,360,000"
92.49,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,419800092,Bộ 2 bàn chải Crystal Love for Girl tặng 01 Crystal love for Girl,Bộ,"1,259",0,"1,259","40,800,413",0,0,0,0,0,0,0,0,0,0,"1,259",0,"1,259","40,800,413"
92.50,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,419800224,Mua 1 KĐR Gum Protection 185g tặng 1 bàn chải Maxcare,Bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.51,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,419800225,Mua 1 KĐR Shiny Clean 185g tặng 1 bàn chải Maxcare,Bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.52,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,419800394,Mua 2 KĐR trẻ em vị chuối 75g Tặng 1 bàn chải Crystal Kids,Bộ,120,0,120,"7,854,480",0,0,0,0,0,0,0,0,0,0,120,0,120,"7,854,480"
92.53,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,419800395,Mua 2 KĐR trẻ em vị dâu 75g Tặng 1 bàn chải Crystal Kids,Bộ,264,0,264,"17,424,000",0,0,0,0,0,0,0,0,0,0,264,0,264,"17,424,000"
92.54,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,419800436,Mua 1 gói khăn ướt Niva 100 miếng tặng 1 túi tăm bông AZ3,Bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.55,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,419800438,Mua kem đánh răng 12H rạng ngời 185g tặng bàn chải Lipzo Maxcare,Typ,456,0,456,"14,509,008",0,0,0,0,0,0,0,0,0,0,456,0,456,"14,509,008"
92.56,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,419800439,Mua kem đánh răng 3 tác dụng  190 g tặng bàn chải Lipzo Maxcare,Typ,128,0,128,"3,723,520",0,0,0,0,0,0,0,0,0,0,128,0,128,"3,723,520"
92.57,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,419800440,Bộ KĐR 12H rạng ngời 185g + Bàn chải Crystal Love for Girl-KM,Bộ,116,0,116,"3,690,888",0,0,0,0,0,0,0,0,0,0,116,0,116,"3,690,888"
92.58,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000002,Khăn mặt WJ2,Cái,300,0,300,"8,694,300",0,0,0,0,0,0,0,0,0,0,300,0,300,"8,694,300"
92.59,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000003,Khăn mặt WS4,Cái,7,0,7,"157,500",0,0,0,0,0,0,0,0,0,0,7,0,7,"157,500"
92.60,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000004,Khăn mặt WS1,Cái,541,0,541,"9,617,898",0,0,0,0,0,0,0,0,0,0,541,0,541,"9,617,898"
92.61,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000006,Khăn mặt WP1,Cái,36,0,36,"1,046,664",0,0,0,0,0,0,0,0,0,0,36,0,36,"1,046,664"
92.62,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000007,Khăn mặt WP2,Cái,46,0,46,"1,465,192",0,0,0,0,0,0,0,0,0,0,46,0,46,"1,465,192"
92.63,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000008,Khăn lau đầu HP1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.64,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000010,Khăn tắm BP2,Cái,3,0,3,"330,000",0,0,0,0,0,0,0,0,0,0,3,0,3,"330,000"
92.65,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000014,Khăn tắm BJ3,Cái,13,0,13,"2,138,981",0,0,0,0,0,0,0,0,0,0,13,0,13,"2,138,981"
92.66,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000026,Khăn mặt bông nở FP1,Cái,91,0,91,"3,209,843",0,0,0,0,0,0,0,0,0,0,91,0,91,"3,209,843"
92.67,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000027,Khăn mặt sợi sồi FP2,Cái,96,0,96,"3,700,320",0,0,0,0,0,0,0,0,0,0,96,0,96,"3,700,320"
92.68,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000028,Khăn mặt sợi tre FP3,Cái,96,0,96,"3,979,680",0,0,0,0,0,0,0,0,0,0,96,0,96,"3,979,680"
92.69,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000029,Khăn mặt Sợi sồi FP4,Cái,96,0,96,"4,433,472",0,0,0,0,0,0,0,0,0,0,96,0,96,"4,433,472"
92.70,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000030,Khăn tắm Sợi sồi BL1,Cái,8,0,8,"980,360",0,0,0,0,0,0,0,0,0,0,8,0,8,"980,360"
92.71,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421000032,Khăn tắm Sợi tre BL3,Cái,8,0,8,"1,076,360",0,0,0,0,0,0,0,0,0,0,8,0,8,"1,076,360"
92.72,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,"1,008",0,"1,008","25,658,640",0,0,0,0,0,0,0,0,0,0,"1,008",0,"1,008","25,658,640"
92.73,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421200003,Khăn ướt Niva 30 tờ,Gói,880,0,880,"5,680,400",0,0,0,0,0,0,0,0,0,0,880,0,880,"5,680,400"
92.74,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421200005,Khăn cotton Niva đa năng 100 tờ,Hộp,31,0,31,"563,642",0,0,0,0,0,0,0,0,0,0,31,0,31,"563,642"
92.75,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,421200006,Khăn ướt Niva 100 tờ,Gói,"1,300",0,"1,300","39,000,000",0,0,0,0,0,0,0,0,0,0,"1,300",0,"1,300","39,000,000"
92.76,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,422000009,Khẩu trang Niva 3D trẻ em hộp 15 cái,Hộp,152,0,152,"5,181,832",0,0,0,0,0,0,0,0,0,0,152,0,152,"5,181,832"
92.77,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,422000016,Khẩu trang y tế 4 lớp hộp 50 cái,Hộp,348,0,348,"13,091,412",0,0,0,0,0,0,0,0,0,0,348,0,348,"13,091,412"
92.78,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,422000041,Khẩu trang N95 hộp 10 chiếc,Hộp,267,0,267,"9,154,362",0,0,0,0,0,0,0,0,0,0,267,0,267,"9,154,362"
92.79,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,422000054,Khẩu trang Niva 4D người lớn màu trắng 25pcs,Hộp,100,0,100,"3,409,000",0,0,0,0,0,0,0,0,0,0,100,0,100,"3,409,000"
92.80,Phạm Thái Sơn,NPP Phạm Thái Sơn - Ninh Bình,422000055,Khẩu trang Niva 4D người lớn màu đen 25pcs,Hộp,50,0,50,"1,704,500",0,0,0,0,0,0,0,0,0,0,50,0,50,"1,704,500"
Tổng cộng:,,,,,,"23,106",0,"23,106","559,635,226",0,0,0,0,0,0,0,0,0,0,"23,106",0,"23,106","559,635,226"
93.1,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,582,0,582,"3,771,942",0,0,0,0,0,0,0,0,0,0,582,0,582,"3,771,942"
93.2,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,156,0,156,"1,730,196",0,0,0,0,0,0,0,0,0,0,156,0,156,"1,730,196"
93.3,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401000004,Hũ xoay người lớn 100 que nhựa AH1,Hũ,38,0,38,"460,940",0,0,0,0,0,0,0,0,0,0,38,0,38,"460,940"
93.4,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,15,0,15,"277,785",0,0,0,0,0,0,0,0,0,0,15,0,15,"277,785"
93.5,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,228,0,228,"3,377,820",0,0,0,0,0,0,0,0,0,0,228,0,228,"3,377,820"
93.6,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401000007,Hũ xoay người lớn 100 que giấy AJ1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.7,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401000008,Hũ xoay người lớn 200 que giấy AJ2,Hũ,33,0,33,"834,174",0,0,0,0,0,0,0,0,0,0,33,0,33,"834,174"
93.8,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401000025,Túi zipper người lớn 100 que giấy AZP2,Túi,68,0,68,"824,840",0,0,0,0,0,0,0,0,0,0,68,0,68,"824,840"
93.9,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401000026,Túi zipper người lớn 200 que giấy AZP3,Túi,57,0,57,"1,187,481",0,0,0,0,0,0,0,0,0,0,57,0,57,"1,187,481"
93.10,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401000031,Túi zipper trẻ em 200 que giấy BZP1,Túi,42,0,42,"952,770",0,0,0,0,0,0,0,0,0,0,42,0,42,"952,770"
93.11,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401000034,Hũ xoay trẻ em 200 que giấy BHP1,Hũ,6,0,6,"163,890",0,0,0,0,0,0,0,0,0,0,6,0,6,"163,890"
93.12,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401200002,Bông viên YC2,Túi,4,0,4,"28,572",0,0,0,0,0,0,0,0,0,0,4,0,4,"28,572"
93.13,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401300002,Bông trang điểm CP2,Hộp,40,0,40,"1,072,720",0,0,0,0,0,0,0,0,0,0,40,0,40,"1,072,720"
93.14,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401300007,Bông tẩy trang tròn CZ2,Túi,9,0,9,"286,362",0,0,0,0,0,0,0,0,0,0,9,0,9,"286,362"
93.15,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,266,0,266,"8,463,588",0,0,0,0,0,0,0,0,0,0,266,0,266,"8,463,588"
93.16,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,401300011,Bông tẩy trang tròn 120 miếng CT3,Túi,92,0,92,"2,129,616",0,0,0,0,0,0,0,0,0,0,92,0,92,"2,129,616"
93.17,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000001,Bàn chải Lipzo Pro for Man,Cái,32,0,32,"740,736",0,0,0,0,0,0,0,0,0,0,32,0,32,"740,736"
93.18,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,87,0,87,"1,409,748",0,0,0,0,0,0,0,0,0,0,87,0,87,"1,409,748"
93.19,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000005,Bàn chải Lipzo Ruby sensi,Cái,"1,923",0,"1,923","36,679,302",0,0,0,0,0,0,0,0,0,0,"1,923",0,"1,923","36,679,302"
93.20,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000007,Bàn chải Lipzo Wow 3 màu khay,Cái,7,0,7,"88,151",0,0,0,0,0,0,0,0,0,0,7,0,7,"88,151"
93.21,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000012,Bàn chải Lipzo Flex khay,Cái,511,0,511,"4,366,495",0,0,0,0,0,0,0,0,0,0,511,0,511,"4,366,495"
93.22,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000013,Bàn chải Lipzo Flex vỉ,Cái,30,0,30,"256,350",0,0,0,0,0,0,0,0,0,0,30,0,30,"256,350"
93.23,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000014,Bàn chải Lipzo GPro,Cái,96,0,96,"2,951,136",0,0,0,0,0,0,0,0,0,0,96,0,96,"2,951,136"
93.24,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000015,Bàn chải Lipzo Ruby Charcoal,Cái,"1,016",0,"1,016","28,263,088",0,0,0,0,0,0,0,0,0,0,"1,016",0,"1,016","28,263,088"
93.25,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000016,Bàn chải Lipzo Ruby Gold,Cái,15,0,15,"417,270",0,0,0,0,0,0,0,0,0,0,15,0,15,"417,270"
93.26,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000019,Bàn chải Lipzo Crystal Kids,Cái,126,0,126,"2,123,352",0,0,0,0,0,0,0,0,0,0,126,0,126,"2,123,352"
93.27,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000020,Bàn chải Lipzo Kids S1,Cái,75,0,75,"2,388,900",0,0,0,0,0,0,0,0,0,0,75,0,75,"2,388,900"
93.28,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000021,Bàn chải Lipzo Kids S2,Cái,431,0,431,"6,385,265",0,0,0,0,0,0,0,0,0,0,431,0,431,"6,385,265"
93.29,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000057,Bàn chải Lipzo Hello vỉ thường,Cái,1,0,1,"8,000",0,0,0,0,0,0,0,0,0,0,1,0,1,"8,000"
93.30,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000065,Bàn chải Maxcare,Cái,211,0,211,"3,510,196",0,0,0,0,0,0,0,0,0,0,211,0,211,"3,510,196"
93.31,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000078,Bàn chải Lipzo áo dài,Cái,176,0,176,"4,559,984",0,0,0,0,0,0,0,0,0,0,176,0,176,"4,559,984"
93.32,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000102,Bàn chải Lipzo Kids S3,Cái,120,0,120,"3,411,120",0,0,0,0,0,0,0,0,0,0,120,0,120,"3,411,120"
93.33,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000105,Bàn chải cao cấp Procare,Cái,7,0,7,"272,216",0,0,0,0,0,0,0,0,0,0,7,0,7,"272,216"
93.34,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000106,Bàn chải cao cấp Sensitive,Cái,19,0,19,"677,312",0,0,0,0,0,0,0,0,0,0,19,0,19,"677,312"
93.35,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000107,Bàn chải cao cấp Teen,Cái,282,0,282,"10,052,736",0,0,0,0,0,0,0,0,0,0,282,0,282,"10,052,736"
93.36,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000108,Bàn chải cao cấp Orthor,Cái,8,0,8,"259,256",0,0,0,0,0,0,0,0,0,0,8,0,8,"259,256"
93.37,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000109,Bàn chải cao cấp Adam,Cái,184,0,184,"6,559,232",0,0,0,0,0,0,0,0,0,0,184,0,184,"6,559,232"
93.38,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000110,Bàn chải Kids Step1,Cái,59,0,59,"1,529,575",0,0,0,0,0,0,0,0,0,0,59,0,59,"1,529,575"
93.39,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000153,Bàn chải cao cấp Pro,Cái,91,0,91,"2,780,505",0,0,0,0,0,0,0,0,0,0,91,0,91,"2,780,505"
93.40,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000156,Bàn chải cao cấp Ruby Pro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.41,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411000157,Bàn chải cao cấp Áo dài Pro,Cái,262,0,262,"8,611,940",0,0,0,0,0,0,0,0,0,0,262,0,262,"8,611,940"
93.42,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411100001,Kem đánh răng Shiny Clean 185g,Typ,40,0,40,"1,260,000",0,0,0,0,0,0,0,0,0,0,40,0,40,"1,260,000"
93.43,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411100016,Kem đánh răng Lipzo Kids Dâu 75g,Hộp,46,0,46,"1,518,000",0,0,0,0,0,0,0,0,0,0,46,0,46,"1,518,000"
93.44,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411100017,Kem đánh răng 12H rạng ngời 185g,Typ,8,0,8,"225,456",0,0,0,0,0,0,0,0,0,0,8,0,8,"225,456"
93.45,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,411100021,Kem đánh răng dược liệu 110g,Typ,163,12,19,"6,520,000",0,0,0,0,0,0,0,0,0,0,163,12,19,"6,520,000"
93.46,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,419800092,Bộ 2 bàn chải Crystal Love for Girl tặng 01 Crystal love for Girl,Bộ,135,0,135,"4,374,945",0,0,0,0,0,0,0,0,0,0,135,0,135,"4,374,945"
93.47,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,419800438,Mua kem đánh răng 12H rạng ngời 185g tặng bàn chải Lipzo Maxcare,Typ,57,0,57,"1,813,626",0,0,0,0,0,0,0,0,0,0,57,0,57,"1,813,626"
93.48,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,419800439,Mua kem đánh răng 3 tác dụng  190 g tặng bàn chải Lipzo Maxcare,Typ,16,0,16,"465,440",0,0,0,0,0,0,0,0,0,0,16,0,16,"465,440"
93.49,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,419800440,Bộ KĐR 12H rạng ngời 185g + Bàn chải Crystal Love for Girl-KM,Bộ,6,0,6,"190,908",0,0,0,0,0,0,0,0,0,0,6,0,6,"190,908"
93.50,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000002,Khăn mặt WJ2,Cái,57,0,57,"1,651,917",0,0,0,0,0,0,0,0,0,0,57,0,57,"1,651,917"
93.51,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000003,Khăn mặt WS4,Cái,7,0,7,"157,500",0,0,0,0,0,0,0,0,0,0,7,0,7,"157,500"
93.52,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000004,Khăn mặt WS1,Cái,36,0,36,"640,008",0,0,0,0,0,0,0,0,0,0,36,0,36,"640,008"
93.53,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000006,Khăn mặt WP1,Cái,46,0,46,"1,337,404",0,0,0,0,0,0,0,0,0,0,46,0,46,"1,337,404"
93.54,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000007,Khăn mặt WP2,Cái,19,0,19,"605,188",0,0,0,0,0,0,0,0,0,0,19,0,19,"605,188"
93.55,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000008,Khăn lau đầu HP1,Cái,2,0,2,"110,926",0,0,0,0,0,0,0,0,0,0,2,0,2,"110,926"
93.56,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000010,Khăn tắm BP2,Cái,3,0,3,"330,000",0,0,0,0,0,0,0,0,0,0,3,0,3,"330,000"
93.57,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000014,Khăn tắm BJ3,Cái,14,0,14,"2,303,518",0,0,0,0,0,0,0,0,0,0,14,0,14,"2,303,518"
93.58,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000026,Khăn mặt bông nở FP1,Cái,12,0,12,"423,276",0,0,0,0,0,0,0,0,0,0,12,0,12,"423,276"
93.59,Phạm Thái Sơn KM,NPP Phạm Thái Sơn - Ninh Bình KM,421000027,Khăn mặt sợi sồi FP2,Cái,12,0,12,"462,540",0,0,0,0,0,0,0,0,0,0,12,0,12,"462,540"
