CÔNG TY CỔ PHẦN DILIGO,,,,,,,,,,,,,,,,,,,,,,,
ĐT: (+84) 24 3795 5333 / 336,,,,,,,,,,,,,,,,,,,,,,,
"Đ/c: Tầng 2, Toà nhà N03T5, Khu Đoàn ngoại giao, Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
BÁO CÁO NHẬP XUẤT TỒN,,,,,,,,,,,,,,,,,,,,,,,
Từ ngày : 01/09/2025         đến ngày : 30/09/2025,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
STT,Mã kho,Tên kho,Mã hàng,Tên hàng,ĐVT,Tồn đầu kỳ,,,,Nhập trong kỳ,,,,,Xuất trong kỳ,,,,,Tồn cuối kỳ,,,
,,,,,,Số lượng,SL chẵn,SL lẻ,Giá trị,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị nhập,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị bán,Số lượng,SL chẵn,SL lẻ,Giá trị
33.52,2014,NPP Hậu Xuân,422000016,Khẩu trang y tế 4 lớp hộp 50 cái,Hộp,132,0,132,"4,965,708",0,0,0,0,0,0,0,0,0,0,132,0,132,"4,965,708"
33.53,2014,NPP Hậu Xuân,422000031,Khẩu trang  3D-N95 hộp 25 chiếc,Hộp,40,0,40,"3,428,560",0,0,0,0,0,0,0,0,0,0,40,0,40,"3,428,560"
33.54,2014,NPP Hậu Xuân,422000041,Khẩu trang N95 hộp 10 chiếc,Hộp,6,0,6,"205,716",0,0,0,0,0,0,0,0,0,0,6,0,6,"205,716"
33.55,2014,NPP Hậu Xuân,422000054,Khẩu trang Niva 4D người lớn màu trắng 25pcs,Hộp,89,0,89,"3,034,010",0,0,0,0,0,0,0,0,0,0,89,0,89,"3,034,010"
33.56,2014,NPP Hậu Xuân,422000055,Khẩu trang Niva 4D người lớn màu đen 25pcs,Hộp,21,0,21,"715,890",0,0,0,0,0,0,0,0,0,0,21,0,21,"715,890"
33.57,2014,NPP Hậu Xuân,422000060,Khẩu trang niva 4DK trẻ em màu trắng 25pcs,Hộp,82,0,82,"2,795,380",0,0,0,0,0,0,0,0,0,0,82,0,82,"2,795,380"
33.58,2014,NPP Hậu Xuân,429800080,Mua 1 gói khăn ướt Niva 80 tờ tặng 1 túi tăm bông AZ3,Bộ,96,0,96,"2,443,680",0,0,0,0,0,0,0,0,0,0,96,0,96,"2,443,680"
Tổng cộng:,,,,,,"18,958",0,"18,958","400,610,792",0,0,0,0,0,0,0,0,0,0,"18,958",0,"18,958","400,610,792"
34.1,TN2KM,NPP Hậu Xuân KM,401000001,Túi zipper người lớn 60 que nhựa AZ1,Túi,121,0,121,"539,055",0,0,0,0,0,0,0,0,0,0,121,0,121,"539,055"
34.2,TN2KM,NPP Hậu Xuân KM,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,319,0,319,"2,067,439",0,0,0,0,0,0,0,0,0,0,319,0,319,"2,067,439"
34.3,TN2KM,NPP Hậu Xuân KM,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,337,0,337,"3,737,667",0,0,0,0,0,0,0,0,0,0,337,0,337,"3,737,667"
34.4,TN2KM,NPP Hậu Xuân KM,401000004,Hũ xoay người lớn 100 que nhựa AH1,Hũ,29,0,29,"351,770",0,0,0,0,0,0,0,0,0,0,29,0,29,"351,770"
34.5,TN2KM,NPP Hậu Xuân KM,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,143,0,143,"2,648,217",0,0,0,0,0,0,0,0,0,0,143,0,143,"2,648,217"
34.6,TN2KM,NPP Hậu Xuân KM,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,89,0,89,"1,318,535",0,0,0,0,0,0,0,0,0,0,89,0,89,"1,318,535"
34.7,TN2KM,NPP Hậu Xuân KM,401000007,Hũ xoay người lớn 100 que giấy AJ1,Hũ,18,0,18,"255,006",0,0,0,0,0,0,0,0,0,0,18,0,18,"255,006"
34.8,TN2KM,NPP Hậu Xuân KM,401000008,Hũ xoay người lớn 200 que giấy AJ2,Hũ,13,0,13,"328,614",0,0,0,0,0,0,0,0,0,0,13,0,13,"328,614"
34.9,TN2KM,NPP Hậu Xuân KM,401000025,Túi zipper người lớn 100 que giấy AZP2,Túi,91,0,91,"1,103,830",0,0,0,0,0,0,0,0,0,0,91,0,91,"1,103,830"
34.10,TN2KM,NPP Hậu Xuân KM,401000026,Túi zipper người lớn 200 que giấy AZP3,Túi,33,0,33,"687,489",0,0,0,0,0,0,0,0,0,0,33,0,33,"687,489"
34.11,TN2KM,NPP Hậu Xuân KM,401000031,Túi zipper trẻ em 200 que giấy BZP1,Túi,31,0,31,"703,235",0,0,0,0,0,0,0,0,0,0,31,0,31,"703,235"
34.12,TN2KM,NPP Hậu Xuân KM,401300002,Bông trang điểm CP2,Hộp,12,0,12,"321,816",0,0,0,0,0,0,0,0,0,0,12,0,12,"321,816"
34.13,TN2KM,NPP Hậu Xuân KM,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,115,0,115,"3,659,070",0,0,0,0,0,0,0,0,0,0,115,0,115,"3,659,070"
34.14,TN2KM,NPP Hậu Xuân KM,401300011,Bông tẩy trang tròn 120 miếng CT3,Túi,122,0,122,"2,824,056",0,0,0,0,0,0,0,0,0,0,122,0,122,"2,824,056"
34.15,TN2KM,NPP Hậu Xuân KM,411000001,Bàn chải Lipzo Pro for Man,Cái,604,0,604,"13,981,392",0,0,0,0,0,0,0,0,0,0,604,0,604,"13,981,392"
34.16,TN2KM,NPP Hậu Xuân KM,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,327,0,327,"5,298,708",0,0,0,0,0,0,0,0,0,0,327,0,327,"5,298,708"
34.17,TN2KM,NPP Hậu Xuân KM,411000005,Bàn chải Lipzo Ruby sensi,Cái,268,0,268,"5,111,832",0,0,0,0,0,0,0,0,0,0,268,0,268,"5,111,832"
34.18,TN2KM,NPP Hậu Xuân KM,411000012,Bàn chải Lipzo Flex khay,Cái,722,0,722,"6,169,490",0,0,0,0,0,0,0,0,0,0,722,0,722,"6,169,490"
34.19,TN2KM,NPP Hậu Xuân KM,411000014,Bàn chải Lipzo GPro,Cái,171,0,171,"5,256,711",0,0,0,0,0,0,0,0,0,0,171,0,171,"5,256,711"
34.20,TN2KM,NPP Hậu Xuân KM,411000015,Bàn chải Lipzo Ruby Charcoal,Cái,705,0,705,"19,611,690",0,0,0,0,0,0,0,0,0,0,705,0,705,"19,611,690"
34.21,TN2KM,NPP Hậu Xuân KM,411000019,Bàn chải Lipzo Crystal Kids,Cái,306,0,306,"5,156,712",0,0,0,0,0,0,0,0,0,0,306,0,306,"5,156,712"
34.22,TN2KM,NPP Hậu Xuân KM,411000020,Bàn chải Lipzo Kids S1,Cái,20,0,20,"637,040",0,0,0,0,0,0,0,0,0,0,20,0,20,"637,040"
34.23,TN2KM,NPP Hậu Xuân KM,411000021,Bàn chải Lipzo Kids S2,Cái,556,0,556,"8,237,140",0,0,0,0,0,0,0,0,0,0,556,0,556,"8,237,140"
34.24,TN2KM,NPP Hậu Xuân KM,411000065,Bàn chải Maxcare,Cái,532,0,532,"8,850,352",0,0,0,0,0,0,0,0,0,0,532,0,532,"8,850,352"
34.25,TN2KM,NPP Hậu Xuân KM,411000078,Bàn chải Lipzo áo dài,Cái,259,0,259,"6,710,431",0,0,0,0,0,0,0,0,0,0,259,0,259,"6,710,431"
34.26,TN2KM,NPP Hậu Xuân KM,411000105,Bàn chải cao cấp Procare,Cái,329,0,329,"12,794,152",0,0,0,0,0,0,0,0,0,0,329,0,329,"12,794,152"
34.27,TN2KM,NPP Hậu Xuân KM,411000106,Bàn chải cao cấp Sensitive,Cái,303,0,303,"10,801,344",0,0,0,0,0,0,0,0,0,0,303,0,303,"10,801,344"
34.28,TN2KM,NPP Hậu Xuân KM,411000107,Bàn chải cao cấp Teen,Cái,545,0,545,"19,428,160",0,0,0,0,0,0,0,0,0,0,545,0,545,"19,428,160"
34.29,TN2KM,NPP Hậu Xuân KM,411000108,Bàn chải cao cấp Orthor,Cái,460,0,460,"14,907,220",0,0,0,0,0,0,0,0,0,0,460,0,460,"14,907,220"
34.30,TN2KM,NPP Hậu Xuân KM,411000109,Bàn chải cao cấp Adam,Cái,183,0,183,"6,523,584",0,0,0,0,0,0,0,0,0,0,183,0,183,"6,523,584"
34.31,TN2KM,NPP Hậu Xuân KM,411000110,Bàn chải Kids Step1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.32,TN2KM,NPP Hậu Xuân KM,411000156,Bàn chải cao cấp Ruby Pro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.33,TN2KM,NPP Hậu Xuân KM,411000157,Bàn chải cao cấp Áo dài Pro,Cái,537,0,537,"17,651,190",0,0,0,0,0,0,0,0,0,0,537,0,537,"17,651,190"
34.34,TN2KM,NPP Hậu Xuân KM,411100001,Kem đánh răng Shiny Clean 185g,Typ,35,0,35,"1,102,500",0,0,0,0,0,0,0,0,0,0,35,0,35,"1,102,500"
34.35,TN2KM,NPP Hậu Xuân KM,411100014,Kem đánh răng trẻ em vị chuối 75g,Typ,12,0,12,"392,724",0,0,0,0,0,0,0,0,0,0,12,0,12,"392,724"
34.36,TN2KM,NPP Hậu Xuân KM,411100016,Kem đánh răng Lipzo Kids Dâu 75g,Hộp,12,0,12,"396,000",0,0,0,0,0,0,0,0,0,0,12,0,12,"396,000"
34.37,TN2KM,NPP Hậu Xuân KM,419800092,Bộ 2 bàn chải Crystal Love for Girl tặng 01 Crystal love for Girl,Bộ,71,0,71,"2,300,897",0,0,0,0,0,0,0,0,0,0,71,0,71,"2,300,897"
34.38,TN2KM,NPP Hậu Xuân KM,419800097,Bộ 2 bàn chải Maxcare tặng 01 Maxcare,Bộ,12,0,12,"408,888",0,0,0,0,0,0,0,0,0,0,12,0,12,"408,888"
34.39,TN2KM,NPP Hậu Xuân KM,421000002,Khăn mặt WJ2,Cái,49,0,49,"1,420,069",0,0,0,0,0,0,0,0,0,0,49,0,49,"1,420,069"
34.40,TN2KM,NPP Hậu Xuân KM,421000003,Khăn mặt WS4,Cái,1,0,1,"22,500",0,0,0,0,0,0,0,0,0,0,1,0,1,"22,500"
34.41,TN2KM,NPP Hậu Xuân KM,421000004,Khăn mặt WS1,Cái,39,0,39,"693,342",0,0,0,0,0,0,0,0,0,0,39,0,39,"693,342"
34.42,TN2KM,NPP Hậu Xuân KM,421000006,Khăn mặt WP1,Cái,117,0,117,"3,401,658",0,0,0,0,0,0,0,0,0,0,117,0,117,"3,401,658"
34.43,TN2KM,NPP Hậu Xuân KM,421000007,Khăn mặt WP2,Cái,54,0,54,"1,720,008",0,0,0,0,0,0,0,0,0,0,54,0,54,"1,720,008"
34.44,TN2KM,NPP Hậu Xuân KM,421000014,Khăn tắm BJ3,Cái,1,0,1,"164,537",0,0,0,0,0,0,0,0,0,0,1,0,1,"164,537"
34.45,TN2KM,NPP Hậu Xuân KM,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,91,0,91,"2,316,405",0,0,0,0,0,0,0,0,0,0,91,0,91,"2,316,405"
34.46,TN2KM,NPP Hậu Xuân KM,421200006,Khăn ướt Niva 100 tờ,Gói,99,0,99,"2,970,000",0,0,0,0,0,0,0,0,0,0,99,0,99,"2,970,000"
34.47,TN2KM,NPP Hậu Xuân KM,422000016,Khẩu trang y tế 4 lớp hộp 50 cái,Hộp,86,0,86,"3,235,234",0,0,0,0,0,0,0,0,0,0,86,0,86,"3,235,234"
34.48,TN2KM,NPP Hậu Xuân KM,422000054,Khẩu trang Niva 4D người lớn màu trắng 25pcs,Hộp,23,0,23,"784,070",0,0,0,0,0,0,0,0,0,0,23,0,23,"784,070"
Tổng cộng:,,,,,,"9,002",0,"9,002","209,001,779",0,0,0,0,0,0,0,0,0,0,"9,002",0,"9,002","209,001,779"
35.1,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401000001,Túi zipper người lớn 60 que nhựa AZ1,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.2,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,467,0,467,"3,026,627",0,0,0,0,0,0,0,0,0,0,467,0,467,"3,026,627"
35.3,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,504,0,504,"5,589,864",0,0,0,0,0,0,0,0,0,0,504,0,504,"5,589,864"
35.4,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401000004,Hũ xoay người lớn 100 que nhựa AH1,Hũ,96,0,96,"1,164,480",0,0,0,0,0,0,0,0,0,0,96,0,96,"1,164,480"
35.5,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.6,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,720,0,720,"10,666,800",0,0,0,0,0,0,0,0,0,0,720,0,720,"10,666,800"
35.7,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401000007,Hũ xoay người lớn 100 que giấy AJ1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.8,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401000025,Túi zipper người lớn 100 que giấy AZP2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.9,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401000031,Túi zipper trẻ em 200 que giấy BZP1,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.10,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401000034,Hũ xoay trẻ em 200 que giấy BHP1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.11,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401200002,Bông viên YC2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.12,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401200005,Bông viên YB2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.13,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.14,Hùng Nam,NPP Hùng Nam - Đà Nẵng,401300011,Bông tẩy trang tròn 120 miếng CT3,Túi,254,0,254,"5,879,592",0,0,0,0,0,0,0,0,0,0,254,0,254,"5,879,592"
35.15,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000002,Bàn chải Lipzo Crystal Love for Man,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.16,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.17,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000005,Bàn chải Lipzo Ruby sensi,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.18,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000007,Bàn chải Lipzo Wow 3 màu khay,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.19,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000012,Bàn chải Lipzo Flex khay,Cái,600,0,600,"5,127,000",0,0,0,0,0,0,0,0,0,0,600,0,600,"5,127,000"
35.20,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000015,Bàn chải Lipzo Ruby Charcoal,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.21,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000019,Bàn chải Lipzo Crystal Kids,Cái,264,0,264,"4,448,928",0,0,0,0,0,0,0,0,0,0,264,0,264,"4,448,928"
35.22,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000020,Bàn chải Lipzo Kids S1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.23,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000021,Bàn chải Lipzo Kids S2,Cái,318,0,318,"4,711,170",0,0,0,0,0,0,0,0,0,0,318,0,318,"4,711,170"
35.24,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000078,Bàn chải Lipzo áo dài,Cái,120,0,120,"3,109,080",0,0,0,0,0,0,0,0,0,0,120,0,120,"3,109,080"
35.25,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000105,Bàn chải cao cấp Procare,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.26,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000106,Bàn chải cao cấp Sensitive,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.27,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000107,Bàn chải cao cấp Teen,Cái,120,0,120,"4,277,760",0,0,0,0,0,0,0,0,0,0,120,0,120,"4,277,760"
35.28,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000108,Bàn chải cao cấp Orthor,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.29,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000109,Bàn chải cao cấp Adam,Cái,264,0,264,"9,411,072",0,0,0,0,0,0,0,0,0,0,264,0,264,"9,411,072"
35.30,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000110,Bàn chải Kids Step1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.31,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000153,Bàn chải cao cấp Pro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.32,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000155,Bàn chải cao cấp Man X,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.33,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000156,Bàn chải cao cấp Ruby Pro,Cái,240,0,240,"7,333,200",0,0,0,0,0,0,0,0,0,0,240,0,240,"7,333,200"
35.34,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411000157,Bàn chải cao cấp Áo dài Pro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.35,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411100001,Kem đánh răng Shiny Clean 185g,Typ,132,0,132,"4,158,000",0,0,0,0,0,0,0,0,0,0,132,0,132,"4,158,000"
35.36,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411100004,Kem đánh răng Gum protect 185g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.37,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411100014,Kem đánh răng trẻ em vị chuối 75g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.38,Hùng Nam,NPP Hùng Nam - Đà Nẵng,411100016,Kem đánh răng Lipzo Kids Dâu 75g,Hộp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.39,Hùng Nam,NPP Hùng Nam - Đà Nẵng,419800092,Bộ 2 bàn chải Crystal Love for Girl tặng 01 Crystal love for Girl,Bộ,336,0,336,"10,888,752",0,0,0,0,0,0,0,0,0,0,336,0,336,"10,888,752"
35.40,Hùng Nam,NPP Hùng Nam - Đà Nẵng,421000003,Khăn mặt WS4,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.41,Hùng Nam,NPP Hùng Nam - Đà Nẵng,421000004,Khăn mặt WS1,Cái,240,0,240,"4,266,720",0,0,0,0,0,0,0,0,0,0,240,0,240,"4,266,720"
35.42,Hùng Nam,NPP Hùng Nam - Đà Nẵng,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.43,Hùng Nam,NPP Hùng Nam - Đà Nẵng,421200003,Khăn ướt Niva 30 tờ,Gói,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tổng cộng:,,,,,,"4,675",0,"4,675","84,059,045",0,0,0,0,0,0,0,0,0,0,"4,675",0,"4,675","84,059,045"
36.1,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401000001,Túi zipper người lớn 60 que nhựa AZ1,Túi,6,0,6,"26,730",0,0,0,0,0,0,0,0,0,0,6,0,6,"26,730"
36.2,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,397,0,397,"2,572,957",0,0,0,0,0,0,0,0,0,0,397,0,397,"2,572,957"
36.3,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,480,0,480,"5,323,680",0,0,0,0,0,0,0,0,0,0,480,0,480,"5,323,680"
36.4,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401000004,Hũ xoay người lớn 100 que nhựa AH1,Hũ,57,0,57,"691,410",0,0,0,0,0,0,0,0,0,0,57,0,57,"691,410"
36.5,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,39,0,39,"722,241",0,0,0,0,0,0,0,0,0,0,39,0,39,"722,241"
36.6,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,403,0,403,"5,970,445",0,0,0,0,0,0,0,0,0,0,403,0,403,"5,970,445"
36.7,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401000007,Hũ xoay người lớn 100 que giấy AJ1,Hũ,7,0,7,"99,169",0,0,0,0,0,0,0,0,0,0,7,0,7,"99,169"
36.8,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401000025,Túi zipper người lớn 100 que giấy AZP2,Túi,122,0,122,"1,479,860",0,0,0,0,0,0,0,0,0,0,122,0,122,"1,479,860"
36.9,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401000031,Túi zipper trẻ em 200 que giấy BZP1,Túi,38,0,38,"862,030",0,0,0,0,0,0,0,0,0,0,38,0,38,"862,030"
36.10,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401000034,Hũ xoay trẻ em 200 que giấy BHP1,Hũ,116,0,116,"3,168,540",0,0,0,0,0,0,0,0,0,0,116,0,116,"3,168,540"
36.11,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401200002,Bông viên YC2,Túi,71,0,71,"507,153",0,0,0,0,0,0,0,0,0,0,71,0,71,"507,153"
36.12,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401200005,Bông viên YB2,Túi,2,0,2,"45,714",0,0,0,0,0,0,0,0,0,0,2,0,2,"45,714"
36.13,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,115,0,115,"3,659,070",0,0,0,0,0,0,0,0,0,0,115,0,115,"3,659,070"
36.14,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,401300011,Bông tẩy trang tròn 120 miếng CT3,Túi,142,0,142,"3,287,016",0,0,0,0,0,0,0,0,0,0,142,0,142,"3,287,016"
36.15,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000002,Bàn chải Lipzo Crystal Love for Man,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.16,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,403,0,403,"6,530,212",0,0,0,0,0,0,0,0,0,0,403,0,403,"6,530,212"
36.17,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000005,Bàn chải Lipzo Ruby sensi,Cái,"1,067",0,"1,067","20,351,958",0,0,0,0,0,0,0,0,0,0,"1,067",0,"1,067","20,351,958"
36.18,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000007,Bàn chải Lipzo Wow 3 màu khay,Cái,45,0,45,"566,685",0,0,0,0,0,0,0,0,0,0,45,0,45,"566,685"
36.19,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000012,Bàn chải Lipzo Flex khay,Cái,376,0,376,"3,212,920",0,0,0,0,0,0,0,0,0,0,376,0,376,"3,212,920"
36.20,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000015,Bàn chải Lipzo Ruby Charcoal,Cái,91,0,91,"2,531,438",0,0,0,0,0,0,0,0,0,0,91,0,91,"2,531,438"
36.21,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000019,Bàn chải Lipzo Crystal Kids,Cái,227,0,227,"3,825,404",0,0,0,0,0,0,0,0,0,0,227,0,227,"3,825,404"
36.22,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000020,Bàn chải Lipzo Kids S1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.23,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000021,Bàn chải Lipzo Kids S2,Cái,313,0,313,"4,637,095",0,0,0,0,0,0,0,0,0,0,313,0,313,"4,637,095"
36.24,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000065,Bàn chải Maxcare,Cái,240,0,240,"3,992,640",0,0,0,0,0,0,0,0,0,0,240,0,240,"3,992,640"
36.25,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000078,Bàn chải Lipzo áo dài,Cái,166,0,166,"4,300,894",0,0,0,0,0,0,0,0,0,0,166,0,166,"4,300,894"
36.26,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000105,Bàn chải cao cấp Procare,Cái,2,0,2,"77,776",0,0,0,0,0,0,0,0,0,0,2,0,2,"77,776"
36.27,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000106,Bàn chải cao cấp Sensitive,Cái,215,0,215,"7,664,320",0,0,0,0,0,0,0,0,0,0,215,0,215,"7,664,320"
36.28,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000107,Bàn chải cao cấp Teen,Cái,223,0,223,"7,949,504",0,0,0,0,0,0,0,0,0,0,223,0,223,"7,949,504"
36.29,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000108,Bàn chải cao cấp Orthor,Cái,16,0,16,"518,512",0,0,0,0,0,0,0,0,0,0,16,0,16,"518,512"
36.30,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000109,Bàn chải cao cấp Adam,Cái,630,0,630,"22,458,240",0,0,0,0,0,0,0,0,0,0,630,0,630,"22,458,240"
36.31,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000110,Bàn chải Kids Step1,Cái,4,0,4,"103,700",0,0,0,0,0,0,0,0,0,0,4,0,4,"103,700"
36.32,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000153,Bàn chải cao cấp Pro,Cái,16,0,16,"488,880",0,0,0,0,0,0,0,0,0,0,16,0,16,"488,880"
36.33,Hùng Nam KM,NPP Hùng Nam - Đà Nẵng KM,411000155,Bàn chải cao cấp Man X,Cái,4,0,4,"131,480",0,0,0,0,0,0,0,0,0,0,4,0,4,"131,480"
